"PEAT_DEPTH","elev","aspect","slope","gdd","gsl","rain_ann","rain_daily","raindays_10mm","raindays_1mm","temp_mean","temp_min","temp_max"
0,3520,137.620864639032,0.787963074382475,1552.51027,316.33094,1703.15906,4.66618920547945,59.64577,167.55791,9.0415225,5.60258083333333,12.4519583333333
0,3420,78.7296364281927,0.957200780125824,1546.371076,315.992732,1723.349468,4.72150539178082,60.268516,167.698868,9.023668,5.58881133333333,12.4304333333333
0,3484,77.6574184373874,0.896610779612926,1545.954064,315.972448,1721.342352,4.71600644383562,60.227024,167.748352,9.02141866666667,5.58802533333333,12.4269
0,3236,77.2906118637443,1.06528959724517,1544.752825,315.90135,1732.1514,4.7456202739726,60.522375,167.693425,9.02003125,5.58504791666667,12.426875
0,2548,95.2430464433834,1.13256692262054,1562.307614,316.827548,1717.022252,4.70417055342466,59.754074,166.806502,9.08413116666667,5.6222795,12.514775
0,2942,117.149681697783,1.05242910251631,1563.1297,316.882,1704.426,4.6696602739726,59.4335,166.9009,9.08349166666667,5.62460833333333,12.51155
0,2639,103.703712207332,1.12442452453594,1568.81928,317.18176,1698.58024,4.65364449315068,59.15368,166.62784,9.10397333333333,5.63667333333333,12.5395
0,3305,58.033356325914,1.00300135082983,1573.395095,317.44889,1670.96936,4.57799824657534,58.409945,166.657135,9.11344541666667,5.64767875,12.547675
0,3112,26.6165298510183,1.18873144192663,1580.636919,317.818658,1672.479392,4.58213532054795,58.246329,166.216767,9.14224408333333,5.66246741666667,12.5888916666667
15,3376,18.3289438013891,1.04143139335314,1588.3484,318.2288,1659.7612,4.54729095890411,57.7484,165.9032,9.16853333333333,5.67903333333333,12.6238333333333
0,3023,32.5467894131845,1.26765291185329,1590.2553,318.3131,1668.7619,4.5719504109589,57.8793,165.7029,9.17873333333333,5.68231666666667,12.6401666666667
12,3430,20.6252310504715,1.03809894569446,1591.168693,318.376326,1656.696024,4.53889321643836,57.597963,165.773149,9.17863025,5.68497691666667,12.637625
13,3490,356.06521794363,0.758306242374674,1593.23068,318.49056,1650.05644,4.52070257534247,57.39708,165.72204,9.18467333333333,5.68962333333333,12.6449166666667
5,3690,147.162203519682,0.698118346019846,1612.486682,319.496324,1626.192076,4.45532075616438,56.272862,164.879426,9.25269683333333,5.73019183333333,12.7374083333333
0,3449,124.992020198559,0.591245185067564,1592.299529,318.475478,1629.352072,4.46397827945205,57.011639,165.976097,9.17473658333333,5.68922658333333,12.6265083333333
0,3464,16.8438085517264,0.277375334243227,1588.514622,318.259804,1644.185596,4.50461807123288,57.421402,166.049446,9.16444183333333,5.68043683333333,12.614875
0,3322,22.8485736584013,0.949574748137195,1581.922784,317.897888,1662.161912,4.55386825205479,57.987344,166.249312,9.14412866666667,5.665752,12.58955
0,3456,73.5706985484668,0.386184571398611,1579.993614,317.811448,1653.031852,4.5288543890411,57.846874,166.455502,9.13379783333333,5.66238783333333,12.57305
12,3473,86.9413024259048,0.316913306479667,1582.07119,317.92718,1646.48282,4.51091183561644,57.65269,166.40027,9.1399325,5.66709083333333,12.5804583333333
5,4807,325.437475351118,0.763050902762501,1198.78287,282.44987,1944.60077,5.32767334246575,62.82547,188.85831,7.8071475,4.88750333333333,10.7957033333333
10,4812,295.201123645475,0.754169364349214,1199.477172,282.444812,1935.902452,5.30384233424658,62.827532,188.893076,7.81008766666667,4.89272533333333,10.7966953333333
75,4993,332.549002229068,0.71467941689873,1200.925102,282.578342,1945.715082,5.33072625205479,62.918862,188.644766,7.81730683333333,4.891872,10.810142
100,5062,339.851585859712,0.637266728493566,1202.373032,282.711872,1955.527712,5.35761016986301,63.010192,188.396456,7.824526,4.89101866666667,10.8235886666667
10,4671,246.014989100673,0.911935480664158,1200.393,282.4149,1928.9159,5.28470109589041,62.8685,188.8684,7.81436666666667,4.89781666666667,10.800025
5,4958,244.666926225562,0.805009268221384,1202.299755,282.618755,1938.276605,5.3103468630137,62.953405,188.601315,7.82350875,4.89810083333333,10.8160883333333
65,5116,208.610459665964,0.303567178808882,1204.20651,282.82261,1947.63731,5.33599263013699,63.03831,188.33423,7.83265083333333,4.898385,10.8321516666667
70,5094,147.639062440631,0.538837350884736,1205.731914,282.985694,1955.125874,5.35650924383562,63.106234,188.120562,7.8399645,4.89861233333333,10.8450023333333
100,5060,189.262088147216,0.688747711609734,1207.638669,283.189549,1964.486579,5.3821550109589,63.191139,187.853477,7.84910658333333,4.8988965,10.8610656666667
10,4703,255.718904264029,0.705252829810276,1202.498526,282.537746,1930.066366,5.28785305753425,62.962406,188.656358,7.82437216666667,4.90209433333333,10.8142543333333
15,4920,236.30993247402,0.713328187260772,1204.772341,282.797861,1939.065531,5.31250830410959,63.042171,188.374253,7.83505258333333,4.9032885,10.832411
30,5010,166.83894713443,0.476408757136268,1207.046156,283.057976,1948.064696,5.33716355068493,63.121936,188.092148,7.845733,4.90448266666667,10.8505676666667
70,4904,150.910028140283,0.666604166085007,1209.319971,283.318091,1957.063861,5.36181879726027,63.201701,187.810043,7.85641341666667,4.90567683333333,10.8687243333333
70,4632,245.112588289075,0.490981399537988,1202.785,282.4525,1924.0175,5.27128082191781,62.9925,188.67,7.82583333333333,4.90541666666667,10.8139583333333
50,4792,246.175739417104,0.699670000976486,1205.425875,282.768875,1932.655125,5.2949455479452,63.067125,188.372875,7.83805208333333,4.90752083333333,10.8342083333333
100,4902,251.122621519038,0.388692375234557,1208.06675,283.08525,1941.29275,5.3186102739726,63.14175,188.07575,7.85027083333333,4.909625,10.8544583333333
100,4911,114.443954780417,0.374196604664124,1210.17945,283.33835,1948.20285,5.33754205479452,63.20145,187.83805,7.86004583333333,4.91130833333333,10.8706583333333
70,4812,88.6921043983361,0.501031563480759,1212.820325,283.654725,1956.840475,5.36120678082192,63.276075,187.540925,7.87226458333333,4.9134125,10.8909083333333
45,4652,279.462322208026,0.630533071587331,1205.184174,282.620354,1924.878734,5.27364036712329,63.082294,188.445942,7.8370695,4.91042233333333,10.8298623333333
50,4824,293.025492008528,0.715565521482644,1208.192109,282.992989,1933.154819,5.29631457260274,63.151779,188.133797,7.85082658333333,4.9134365,10.8522056666667
90,4969,355.933681225194,0.486445700583212,1211.200044,283.365624,1941.430904,5.31898877808219,63.221264,187.821652,7.86458366666667,4.91645066666667,10.874549
100,4879,40.4622274920935,0.420254686930535,1214.207979,283.738259,1949.706989,5.34166298356164,63.290749,187.509507,7.87834075,4.91946483333333,10.8968923333333
65,4733,70.740708356233,0.721206176074579,1217.215914,284.110894,1957.983074,5.3643371890411,63.360234,187.197362,7.89209783333333,4.922479,10.9192356666667
25,4631,24.9439052634247,1.1325911799691,1220.223849,284.483529,1966.259159,5.38701139452055,63.429719,186.885217,7.90585491666667,4.92549316666667,10.941579
25,4558,285.024553430469,0.828321067761143,1205.476,282.4948,1918.5068,5.25618301369863,63.132,188.4468,7.83873333333333,4.91396666666667,10.8296333333333
10,4802,277.125016348902,0.725501299087241,1208.94276,282.93776,1926.33096,5.27761906849315,63.19506,188.11588,7.85441333333333,4.91811833333333,10.8545933333333
85,5000,257.607286523054,0.518672047292533,1212.40952,283.38072,1934.15512,5.29905512328767,63.25812,187.78496,7.87009333333333,4.92227,10.8795533333333
100,5041,355.426078740098,0.12474819320836,1215.182928,283.735088,1940.414448,5.31620396712329,63.308568,187.520224,7.88263733333333,4.92559133333333,10.8995213333333
90,5026,23.5179616736921,0.532231490487949,1218.649688,284.178048,1948.238608,5.33764002191781,63.371628,187.189304,7.89831733333333,4.929743,10.9244813333333
10,4905,38.6171774736289,0.80953997658374,1222.116448,284.621008,1956.062768,5.35907607671233,63.434688,186.858384,7.91399733333333,4.93389466666667,10.9494413333333
20,4759,104.466036406716,0.810171124539448,1225.583208,285.063968,1963.886928,5.38051213150685,63.497748,186.527464,7.92967733333333,4.93804633333333,10.9744013333333
10,4295,19.5883992740273,1.16945027312239,1247.66376,287.21308,1838.995308,5.03834330958904,61.73744,186.87778,8.00239666666667,5.02162533333333,11.0408833333333
50,4468,267.604994483127,0.582030808276927,1213.90584,283.34292,1902.458372,5.21221471780822,62.93696,188.08822,7.87233666666667,4.93609466666667,10.87265
10,4700,261.48421759565,0.757351564729759,1208.205528,282.713288,1919.042648,5.25765109041096,63.217168,188.209224,7.851354,4.91979133333333,10.8474213333333
100,4871,257.849088959086,0.490844999411932,1212.039348,283.212508,1926.505268,5.27809662465753,63.275088,187.863284,7.86857233333333,4.924853,10.8744746666667
70,4977,208.669751586345,0.524396040806274,1215.873168,283.711728,1933.967888,5.29854215890411,63.333008,187.517344,7.88579066666667,4.92991466666667,10.901528
100,5027,201.425293798088,0.401297074312718,1219.706988,284.210948,1941.430508,5.31898769315068,63.390928,187.171404,7.903009,4.93497633333333,10.9285813333333
100,5010,120.018367427609,0.479292138599926,1223.540808,284.710168,1948.893128,5.33943322739726,63.448848,186.825464,7.92022733333333,4.940038,10.9556346666667
10,4796,107.025640849388,0.829756086638299,1227.374628,285.209388,1956.355748,5.35987876164384,63.506768,186.479524,7.93744566666667,4.94509966666667,10.982688
10,4411,78.8921172962846,1.09620780399233,1231.208448,285.708608,1963.818368,5.38032429589041,63.564688,186.133584,7.954664,4.95016133333333,11.0097413333333
40,4672,0.744059202889083,0.523747585352857,1244.3258,286.7168,1845.66464,5.05661545205479,61.9522,186.9278,7.990475,5.01357666666667,11.0251916666667
15,4603,7.79874244460194,0.931450298290847,1232.1732,285.322,1868.31256,5.1186645479452,62.3868,187.368,7.94371666666667,4.98290666666667,10.96465
20,4576,10.4914770123316,0.916697885538279,1220.0206,283.9272,1890.96048,5.18071364383562,62.8214,187.8082,7.89695833333333,4.95223666666667,10.9041083333333
5,4571,275.76988505788,0.624782377817582,1207.868,282.5324,1913.6084,5.24276273972603,63.256,188.2484,7.8502,4.92156666666667,10.8435666666667
50,4760,232.159080423077,0.635521597531751,1212.06888,283.08788,1920.70948,5.26221775342466,63.30878,187.88744,7.86895666666667,4.92753833333333,10.8727133333333
50,4835,193.931689241803,0.586534898475526,1216.26976,283.64336,1927.81056,5.28167276712329,63.36156,187.52648,7.88771333333333,4.93351,10.90186
100,4878,212.042419905907,0.38905807773603,1219.630464,284.087744,1933.491424,5.29723677808219,63.403784,187.237712,7.90271866666667,4.93828733333333,10.9251773333333
100,4940,189.422780613535,0.53713029334699,1223.831344,284.643224,1940.592504,5.31669179178082,63.456564,186.876752,7.92147533333333,4.944259,10.954324
25,4869,123.289963837536,0.78185444502036,1228.032224,285.198704,1947.693584,5.33614680547945,63.509344,186.515792,7.940232,4.95023066666667,10.9834706666667
10,4556,117.323891301347,0.791869737935974,1232.233104,285.754184,1954.794664,5.35560181917808,63.562124,186.154832,7.95898866666667,4.95620233333333,11.0126173333333
10,4179,82.2572633323619,1.16082442397159,1236.433984,286.309664,1961.895744,5.37505683287671,63.614904,185.793872,7.97774533333333,4.962174,11.041764
65,4742,179.090619550802,0.15623607816186,1250.70992,287.33636,1834.215636,5.02524831780822,61.81928,186.62566,8.01596,5.030064,11.0579333333333
60,4727,108.99665415549,0.159906874295471,1238.46112,285.92896,1856.846096,5.08724957808219,62.26008,187.07376,7.96889333333333,4.99927066666667,10.9969333333333
80,4681,103.654785858285,0.427311240030055,1228.66208,284.80304,1874.950464,5.13685058630137,62.61272,187.43224,7.93124,4.974636,10.9481333333333
60,4622,113.702645950965,0.220253993967037,1216.41328,283.39564,1897.580924,5.19885184657534,63.05352,187.88034,7.88417333333333,4.94384266666667,10.8871333333333
85,4585,223.3028438104,0.44549146413381,1210.891176,282.795896,1913.855016,5.2434384,63.337056,187.998808,7.86405133333333,4.92811933333333,10.8630293333333
90,4694,249.393739386163,0.5887314806703,1215.459116,283.407636,1920.594556,5.26190289315068,63.384696,187.622828,7.88434633333333,4.935001,10.8942693333333
80,4799,283.771599717082,0.483521651817921,1220.027056,284.019376,1927.334096,5.28036738630137,63.432336,187.246848,7.90464133333333,4.94188266666667,10.9255093333333
80,4852,158.532348560903,0.234681341600195,1224.594996,284.631116,1934.073636,5.29883187945205,63.479976,186.870868,7.92493633333333,4.94876433333333,10.9567493333333
20,4810,139.418620466989,0.662510972432822,1229.162936,285.242856,1940.813176,5.31729637260274,63.527616,186.494888,7.94523133333333,4.955646,10.9879893333333
15,4486,118.0919202125,0.915373974781125,1233.730876,285.854596,1947.552716,5.33576086575342,63.575256,186.118908,7.96552633333333,4.96252766666667,11.0192293333333
10,4410,156.801409486352,0.638708219909709,1238.298816,286.466336,1954.292256,5.35422535890411,63.622896,185.742928,7.98582133333333,4.96940933333333,11.0504693333333
65,4696,317.231174608031,0.685217829447136,1261.14332,288.37176,1815.88924,4.97503901369863,61.5587,186.1456,8.05669166666667,5.05697,11.110085
100,4739,87.0750220508436,0.330377569111239,1248.78729,286.953645,1838.37973,5.03665679452055,62.005925,186.6025,8.00928958333333,5.02604625,11.04857625
100,4654,117.75854060106,0.40560695211353,1236.43126,285.53553,1860.87022,5.09827457534247,62.45315,187.0594,7.9618875,4.9951225,10.9870675
100,4554,141.398956627369,0.363735610132462,1224.07523,284.117415,1883.36071,5.15989235616438,62.900375,187.5163,7.91448541666667,4.96419875,10.92555875
100,4507,182.7702157972,0.300936528398144,1211.7192,282.6993,1905.8512,5.2215101369863,63.3476,187.9732,7.86708333333333,4.933275,10.86405
75,4641,268.17445769267,0.898249265516922,1216.607205,283.362105,1912.36949,5.23936846575342,63.394125,187.585655,7.88870458333333,4.94091708333333,10.8971166666667
22,4895,271.04162667601,0.502912998328838,1221.49521,284.02491,1918.88778,5.25722679452055,63.44065,187.19811,7.91032583333333,4.94855916666667,10.9301833333333
90,4883,95.2774060829073,0.558707160301395,1225.405614,284.555154,1924.102412,5.27151345753425,63.47787,186.888074,7.92762283333333,4.95467283333333,10.9566366666667
55,4696,137.563770211465,0.618305749759121,1230.293619,285.217959,1930.620702,5.28937178630137,63.524395,186.500529,7.94924408333333,4.96231491666667,10.9897033333333
15,4641,111.547665443261,0.482764920693548,1235.181624,285.880764,1937.138992,5.30723011506849,63.57092,186.112984,7.97086533333333,4.969957,11.02277
30,4449,7.70748572296506,0.930446971809704,1240.069629,286.543569,1943.657282,5.32508844383562,63.617445,185.725439,7.99248658333333,4.97759908333333,11.0558366666667
15,4231,40.9522973089281,1.0870396032221,1244.957634,287.206374,1950.175572,5.34294677260274,63.66397,185.337894,8.01410783333333,4.98524116666667,11.0889033333333
17,4897,0.421284904168657,0.936786508438293,1272.11666,289.42303,1797.61402,4.92496991780822,61.24625,185.6398,8.09779583333333,5.0858975,11.1617758333333
33,4830,61.7925091209846,0.557965809581892,1259.71651,288.012455,1819.61447,4.98524512328767,61.694375,186.1003,8.05028541666667,5.05494541666667,11.1000654166667
45,4695,106.363136750875,0.549415281199579,1247.31636,286.60188,1841.61492,5.04552032876712,62.1425,186.5608,8.002775,5.02399333333333,11.038355
80,4569,90.5968094512289,0.44754113957177,1237.39624,285.47342,1859.21528,5.09374049315068,62.501,186.9292,7.96476666666667,4.99923166666667,10.9889866666667
100,4480,136.145762838175,0.175003325995372,1224.99609,284.062845,1881.21573,5.15401569863014,62.949125,187.3897,7.91725625,4.96827958333333,10.92727625
100,4500,238.102789941263,0.39854986157852,1219.43601,283.47331,1897.24778,5.19793912328767,63.24305,187.51651,7.89705916666667,4.95252583333333,10.90305
80,4700,241.766611374629,0.855940254803459,1224.136035,284.115335,1904.32723,5.21733487671233,63.305675,187.142785,7.91783208333333,4.95956958333333,10.93505
75,4829,170.614481739957,0.550075263948635,1228.83606,284.75736,1911.40668,5.23673063013699,63.3683,186.76906,7.938605,4.96661333333333,10.96705
65,4655,116.96571443287,0.907237713092557,1233.536085,285.399385,1918.48613,5.25612638356164,63.430925,186.395335,7.95937791666667,4.97365708333333,10.99905
100,4637,226.672394361089,0.451231276715603,1238.23611,286.04141,1925.56558,5.2755221369863,63.49355,186.02161,7.98015083333333,4.98070083333333,11.03105
50,4562,62.7446716250571,0.69585775716039,1247.63616,287.32546,1939.72448,5.31431364383562,63.6188,185.27416,8.02169666666667,4.99478833333333,11.09505
5,4064,78.492691113542,1.10565461871972,1252.336185,287.967485,1946.80393,5.33370939726027,63.681425,184.900435,8.04246958333333,5.00183208333333,11.12705
25,5043,56.443023476254,0.873589862574491,1273.16988,289.34584,1796.93916,4.92312098630137,61.2923,185.5024,8.10089166666667,5.09006333333333,11.1640983333333
10,4790,77.2756443145774,0.718242751266993,1260.72561,287.942805,1818.44957,4.98205361643836,61.741325,185.9665,8.05327291666667,5.05908291666667,11.10218625
85,4645,48.4893249057967,0.526260321649757,1248.28134,286.53977,1839.95998,5.04098624657534,62.19035,186.4306,8.00565416666667,5.0281025,11.0402741666667
50,4548,38.1429276659017,0.512494947128118,1235.83707,285.136735,1861.47039,5.09991887671233,62.639375,186.8947,7.95803541666667,4.99712208333333,10.9783620833333
20,4478,56.7124723110869,0.287855250291416,1223.3928,283.7337,1882.9808,5.15885150684931,63.0884,187.3588,7.91041666666667,4.96614166666667,10.91645
50,4551,263.908486291146,0.566535554580968,1227.904845,284.354945,1890.62141,5.17978468493151,63.167125,186.998895,7.93034125,4.97258708333333,10.9473833333333
50,4707,227.97373108248,0.499155442720672,1232.41689,284.97619,1898.26202,5.2007178630137,63.24585,186.63899,7.95026583333333,4.9790325,10.9783166666667
75,4689,133.172031755695,0.586860902681266,1236.026526,285.473186,1904.374508,5.21746440547945,63.30883,186.351066,7.9662055,4.98418883333333,11.0030633333333
20,4648,61.9275130641468,0.168390157147533,1249.562661,287.336921,1927.296338,5.28026393972603,63.545005,185.271351,8.02597925,5.00352508333333,11.0958633333333
55,4500,98.6661179174336,0.936960597673782,1254.074706,287.958166,1934.936948,5.30119711780822,63.62373,184.911446,8.04590383333333,5.0099705,11.1267966666667
10,5119,132.997466868173,0.79125390826741,1284.178516,290.391078,1779.055972,4.87412595068493,60.97913,184.99372,8.1420825,5.1190135,11.2159505
5,4923,121.08750532348,0.671096400353952,1271.690126,288.995583,1800.076342,4.93171600547945,61.429055,185.46142,8.09435541666667,5.08800475,11.15383675
25,4782,55.3663226034504,0.532625210416094,1259.201736,287.600088,1821.096712,4.98930606027397,61.87898,185.92912,8.04662833333333,5.056996,11.091723
40,4703,52.9696103943212,0.49164429230491,1249.211024,286.483692,1837.913008,5.03537810410959,62.23892,186.30328,8.00844666666667,5.032189,11.042032
50,4565,83.8844964337145,0.51292493419099,1236.722634,285.088197,1858.933378,5.09296815890411,62.688845,186.77098,7.96071958333333,5.00118025,10.97991825
70,4407,236.30993247402,0.495777736536589,1230.959226,284.491086,1874.826308,5.13651043287671,62.99673,186.913166,7.93971383333333,4.98491383333333,10.9545966666667
5,4897,120.068582821863,0.458816978212229,1286.69976,290.44168,1775.62032,4.86471320547945,60.9926,184.7788,8.15061666666667,5.12729333333333,11.2248633333333
100,4787,114.904768808095,0.299425584637991,1274.15622,289.05561,1796.02814,4.92062504109589,61.44365,185.251,8.10275416666667,5.09624916666667,11.1624975
75,4720,177.071141800307,0.493740942864496,1261.61268,287.66954,1816.43596,4.97653687671233,61.8947,185.7232,8.05489166666667,5.065205,11.1001316666667
50,3676,330.068488159492,0.0949111426941085,1163.967456,284.38266,1749.272924,4.79252855890411,52.479152,175.426832,8.099532,5.62543,10.7201883333333
5,3454,65.4347331427357,1.09785865066593,1172.147447,285.54992,1738.649113,4.76342222739726,52.011549,174.711834,8.12432775,5.64347666666667,10.7494391666667
10,3500,57.1428576221802,1.05527663014168,1169.718374,285.18864,1743.295646,4.77615245479452,52.150658,174.889628,8.11419883333333,5.63312833333333,10.7400616666667
15,3245,60.9988235052741,1.20413964831583,1173.459533,285.72228,1738.175707,4.76212522465754,51.936111,174.568926,8.12605725,5.64235666666667,10.7535275
15,3043,55.6196552761551,0.855520276026028,1174.771619,285.89464,1737.702301,4.76082822191781,51.860673,174.426018,8.12778675,5.64123666666667,10.7576158333333
5,3517,243.434948822922,0.794028282950222,1157.506376,283.47256,1755.678304,4.81007754520548,52.846392,176.038272,8.083722,5.61809666666667,10.6979133333333
25,3596,247.139576264999,0.661593067676457,1158.84344,283.6532,1755.11656,4.80853852054794,52.77048,175.89408,8.08558,5.61706666666667,10.7021666666667
5,3643,256.759480084813,0.411660014651786,1161.974349,284.11584,1750.071371,4.79471608493151,52.592783,175.642478,8.09680925,5.62702,10.7138908333333
10,3670,286.294047456598,0.16770976904238,1163.303087,284.29372,1749.539073,4.79325773424658,52.517029,175.498714,8.09862441666667,5.62596,10.7180891666667
40,3661,40.7321066997089,0.619144590115547,1163.523164,284.28544,1753.150456,4.80315193424658,52.504788,175.389408,8.092083,5.61346166666667,10.7170533333333
20,3517,62.3103493254796,1.09418328931875,1163.776545,284.2882,1756.644055,4.81272343835616,52.491915,175.27839,8.08571291666667,5.60108333333333,10.7162375
5,3306,230.635940698293,1.01777446252265,1152.34073,282.7293,1761.66917,4.82649087671233,53.13851,176.50766,8.06955583333333,5.60958333333333,10.6796166666667
35,3251,239.708303899683,0.863453181935257,1149.849212,282.34732,1766.536548,4.83982615890411,53.278804,176.688664,8.05910566666667,5.59901,10.6698266666667
22,3306,230.635940698293,1.01777446252265,1152.34073,282.7293,1761.66917,4.82649087671233,53.13851,176.50766,8.06955583333333,5.60958333333333,10.6796166666667
25,3251,239.708303899683,0.863453181935257,1149.849212,282.34732,1766.536548,4.83982615890411,53.278804,176.688664,8.05910566666667,5.59901,10.6698266666667
5,3339,254.713147276641,1.00753571095642,1148.719736,282.15426,1770.753844,4.85138039452055,53.342712,176.724192,8.050642,5.58749666666667,10.664455
10,3485,261.755611003175,0.816157056477654,1152.556644,282.71964,1765.295276,4.83642541369863,53.126348,176.398568,8.062993,5.59707,10.6785533333333
5,3549,253.523118606312,0.746729768820971,1155.704205,283.1878,1760.191195,4.82244163013699,52.948335,176.14611,8.07430791666667,5.60708333333333,10.6903875
5,3669,284.565764246556,0.58064233119241,1152.805862,282.72102,1768.803598,4.84603725479452,53.113554,176.287764,8.0566015,5.58467666666667,10.67771
5,3690,312.852414571701,0.275826867329526,1156.617792,283.27812,1763.433368,4.83132429589041,52.897664,175.963424,8.068824,5.59416,10.6916433333333
30,3717,328.163232489699,0.423050207503756,1154.848925,283.0044,1767.828475,4.84336568493151,52.998975,176.06955,8.05958125,5.58326666666667,10.6843375
20,3705,346.405163665926,0.374912679926305,1157.971508,283.46428,1762.812732,4.82962392328767,52.821436,175.818376,8.07076766666667,5.59319,10.6960066666667
40,3727,342.192352164304,0.408844408729239,1155.529946,283.09886,1767.503434,4.84247516164384,52.960782,175.996812,8.0605745,5.58279666666667,10.6865466666667
30,3711,12.7040236140566,0.417313130018917,1158.648366,283.55736,1762.502414,4.8287737369863,52.783322,175.745852,8.0717395,5.592705,10.6981883333333
10,3589,56.115521946926,0.960684768262545,1163.10385,284.1965,1756.93965,4.81353328767123,52.52995,175.3507,8.0847625,5.60158333333333,10.7140833333333
5,3590,63.5621783240446,0.985999039803117,1158.935051,283.57116,1765.878229,4.83802254520548,52.769817,175.633122,8.06554075,5.58044666666667,10.6975925
5,3561,63.8397292269956,1.04938213910948,1161.355798,283.92968,1761.261142,4.82537299178082,52.630866,175.455756,8.07562683333333,5.590765,10.706915
5,3462,69.3265075600032,1.21754952255883,1162.032656,284.02276,1760.950824,4.82452280547945,52.592752,175.383232,8.07659866666667,5.59028,10.7090966666667
10,3300,72.3615648202707,1.26654620913136,1162.709514,284.11584,1760.640506,4.82367261917808,52.554638,175.310708,8.0775705,5.589795,10.7112783333333
25,3154,71.6448502612926,1.15593074853339,1163.386372,284.20892,1760.330188,4.82282243287671,52.516524,175.238184,8.07854233333333,5.58931,10.71346
2,3315,271.699376296525,0.961566388294201,1146.236544,281.77504,1775.591776,4.86463500273973,53.482848,176.904768,8.04023466666667,5.57695333333333,10.65472
7,3416,270.085388579873,1.03323131379511,1144.442699,281.49304,1780.075221,4.87691841369863,53.584633,177.012178,8.03086341666667,5.56597,10.6472491666667
5,3493,273.389865800818,0.962999293233503,1145.132046,281.59026,1779.720734,4.87594721643836,53.546282,176.939012,8.0318995,5.56553,10.6495133333333
10,3485,273.286643051474,0.90170488805954,1147.606912,281.96672,1774.912248,4.86277328219178,53.406304,176.758864,8.042264,5.57604333333333,10.6591933333333
20,3546,278.83604575438,0.828635470733925,1148.292096,282.06256,1774.572484,4.86184242191781,53.368032,176.685912,8.04327866666667,5.57558833333333,10.66143
7,3546,278.83604575438,0.828635470733925,1148.292096,282.06256,1774.572484,4.86184242191781,53.368032,176.685912,8.04327866666667,5.57558833333333,10.66143
5,3637,289.653824058053,0.728357610184277,1149.662464,282.25424,1773.892956,4.85998070136986,53.291488,176.540008,8.045308,5.57467833333333,10.6659033333333
5,3676,294.717440911084,0.606378327497208,1150.347648,282.35008,1773.553192,4.85904984109589,53.253216,176.467056,8.04632266666667,5.57422333333333,10.66814
10,3720,309.412756035795,0.578932387238763,1148.578781,282.07636,1777.948299,4.87109123013699,53.354527,176.573182,8.03707991666667,5.56333,10.6608341666667
5,3701,315.47745377731,0.401259625865402,1154.167904,282.90994,1768.153516,4.84425620821918,53.037168,176.142288,8.058588,5.58373666666667,10.6821283333333
20,3721,317.569241020148,0.504452739489889,1151.718016,282.54176,1772.873664,4.85718812054794,53.176672,176.321152,8.048352,5.57331333333333,10.6726133333333
5,3772,349.59228868751,0.46220396732985,1150.646822,282.36802,1776.884838,4.86817763835616,53.239474,176.353684,8.04018816666667,5.56201,10.6676266666667
5,3757,41.403282922372,0.5549520344319,1152.025516,282.56246,1776.175864,4.86623524383562,53.162772,176.207352,8.04226033333333,5.56113,10.672155
15,3424,68.5553043659616,1.26172494129903,1157.884672,283.40432,1769.815788,4.84881037808219,52.832224,175.664584,8.057484,5.56921833333333,10.6927433333333
10,3200,70.1064460458658,1.22004006272344,1160.978114,283.85454,1764.903106,4.83535097534247,52.655238,175.414908,8.0685205,5.57903666666667,10.70422
20,3396,273.952336582116,0.94313225454889,1141.96367,281.1152,1784.89843,4.89013268493151,53.72469,177.19254,8.0204775,5.55544166666667,10.6375416666667
5,3483,270.654246370079,0.992675458163291,1140.182314,280.83734,1789.337706,4.90229508493151,53.826238,177.299308,8.0111705,5.54450333333333,10.6301533333333
10,3573,268.6295489822,1.00306244670408,1140.879987,280.93732,1788.953773,4.90124321369863,53.787729,177.225714,8.01224941666667,5.54409333333333,10.6324725
5,3625,284.848452018178,0.8384403502784,1144.0442,281.411,1783.7908,4.88709808219178,53.6094,176.9724,8.02365,5.55416666666667,10.6444166666667
20,3688,289.653824058053,0.768258192124846,1142.275333,281.13728,1788.185907,4.89913947123288,53.710711,177.078526,8.01440725,5.54327333333333,10.6371108333333
10,3743,317.647629665293,0.549415281199569,1149.268128,282.17358,1777.593812,4.87012003287671,53.316176,176.500016,8.038116,5.56289,10.6630983333333
25,3786,325.801618235691,0.500609840284359,1147.51175,281.904,1781.94475,4.8820404109589,53.41725,176.6055,8.0289375,5.55204166666667,10.655875
25,3786,325.801618235691,0.500609840284359,1147.51175,281.904,1781.94475,4.8820404109589,53.41725,176.6055,8.0289375,5.55204166666667,10.655875
20,3780,38.9909940425054,0.546220149166772,1149.59228,282.1998,1780.83712,4.87900580821918,53.30196,176.38536,8.03211,5.55076666666667,10.66275
5,3676,63.8364141811263,0.840583689969551,1151.67281,282.4956,1779.72949,4.87597120547945,53.18667,176.16522,8.0352825,5.54949166666667,10.669625
5,3624,69.9089047915942,1.00839453770234,1152.36632,282.5942,1779.36028,4.87495967123288,53.14824,176.09184,8.03634,5.54906666666667,10.6719166666667
5,3643,73.5461907310434,0.985645652490945,1149.949736,282.23706,1783.962644,4.88756888767123,53.287112,176.268992,8.02627533333333,5.53876333333333,10.6626216666667
